"userId","lastCheck","streak"
"amzn1.ask.account.AMASD2XU4NUTDZ3VM7D5KCQ6I45U6HUBVCHPBS6FU2S757FVNMMZCYOVVZ7CM5UCLWTLN7GFCDZWJXEB5CPR5N6V43OTO6HGRQU262LSW7B5XT6DMPOT2T5XIDJ2DBDEVEVLAWMXRJ3SU55E7V7EZCF7YRMGC3LJ2NS3MXXVCPR3YOWSJMBLZLGJ6XLI3IL5DCF3XY736BMTHYV6MBUADTW2B5XQIGSV6J2YPG2HVQ6Q","2025-06-04","1"
